OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,MonitoringLocationIdentifier,ResultIdentifier,CharacteristicName,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400156,USGS-03497300,NWIS-98607933,Sulfate,Long Term Method Detection Level,0.02,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400156,USGS-03497300,NWIS-98607934,Silica,Long Term Method Detection Level,0.018,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400156,USGS-03497300,NWIS-98607935,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400156,USGS-03497300,NWIS-99868272,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400156,USGS-03497300,NWIS-99868273,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-84430648,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-84430656,Sulfate,Long Term Method Detection Level,0.02,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-84430658,Silica,Long Term Method Detection Level,0.018,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-84438037,Chloride,Long Term Method Detection Level,0.02,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-84438038,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-84438039,Sodium,Long Term Method Detection Level,0.06,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-84438221,Potassium,Long Term Method Detection Level,0.004,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-84471513,Magnesium,Long Term Method Detection Level,0.011,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-84474078,Calcium,Long Term Method Detection Level,0.022,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-84476255,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-97753241,Inorganic nitrogen (nitrate and nitrite),Long Term Method Detection Level,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-97753242,Phosphorus,Long Term Method Detection Level,0.004,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-97753243,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400164,USGS-03497300,NWIS-98095590,Organic carbon,Long Term Method Detection Level,0.23,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-46690147,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-46690148,Silica,Long Term Method Detection Level,0.018,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-46690149,Sulfate,Long Term Method Detection Level,0.02,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-46690150,Chloride,Long Term Method Detection Level,0.02,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-46690151,Potassium,Long Term Method Detection Level,0.004,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-46690220,Sodium,Long Term Method Detection Level,0.06,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-46690221,Magnesium,Long Term Method Detection Level,0.011,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-46690222,Calcium,Long Term Method Detection Level,0.022,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-99406873,Inorganic nitrogen (nitrate and nitrite),Long Term Method Detection Level,0.01,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-99406874,Phosphorus,Long Term Method Detection Level,0.004,mg/l as P,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-99406875,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-99758384,Organic carbon,Long Term Method Detection Level,0.23,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-100614665,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01400347,USGS-03497300,NWIS-100614666,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500011,USGS-03497300,NWIS-100039362,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500011,USGS-03497300,NWIS-100052709,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500011,USGS-03497300,NWIS-100052710,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500011,USGS-03497300,NWIS-100053395,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.08,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500010,USGS-03497300,NWIS-51355615,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500010,USGS-03497300,NWIS-93904792,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500010,USGS-03497300,NWIS-98504251,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500010,USGS-03497300,NWIS-98703809,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.11,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500014,USGS-03497300,NWIS-52742023,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.10,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500014,USGS-03497300,NWIS-100053362,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500014,USGS-03497300,NWIS-100252131,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500014,USGS-03497300,NWIS-100252132,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500030,USGS-03497300,NWIS-100651351,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500030,USGS-03497300,NWIS-100738538,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500030,USGS-03497300,NWIS-100738539,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500030,USGS-03497300,NWIS-100739025,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.16,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500037,USGS-03497300,NWIS-93130623,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.19,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500037,USGS-03497300,NWIS-100785382,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500037,USGS-03497300,NWIS-100785383,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500037,USGS-03497300,NWIS-100808834,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500038,USGS-03497300,NWIS-100785384,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500038,USGS-03497300,NWIS-100785385,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500039,USGS-03497300,NWIS-100412273,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500039,USGS-03497300,NWIS-100412274,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500053,USGS-03497300,NWIS-99040477,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500053,USGS-03497300,NWIS-99040479,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500053,USGS-03497300,NWIS-99100615,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500063,USGS-03497300,NWIS-20480260,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500070,USGS-03497300,NWIS-49328829,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500070,USGS-03497300,NWIS-49328837,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500070,USGS-03497300,NWIS-49328921,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500071,USGS-03497300,NWIS-49328838,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500071,USGS-03497300,NWIS-49328908,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500071,USGS-03497300,NWIS-49328909,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500072,USGS-03497300,NWIS-49946411,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500072,USGS-03497300,NWIS-49946419,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500072,USGS-03497300,NWIS-49946420,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500073,USGS-03497300,NWIS-49328911,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500073,USGS-03497300,NWIS-49328919,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500073,USGS-03497300,NWIS-49328920,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500064,USGS-03497300,NWIS-89726757,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500074,USGS-03497300,NWIS-50300846,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500074,USGS-03497300,NWIS-50300853,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500074,USGS-03497300,NWIS-50300854,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500075,USGS-03497300,NWIS-48504556,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500075,USGS-03497300,NWIS-48504564,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500075,USGS-03497300,NWIS-48504650,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500076,USGS-03497300,NWIS-48504565,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500076,USGS-03497300,NWIS-48504648,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500076,USGS-03497300,NWIS-48504652,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500077,USGS-03497300,NWIS-50300855,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500077,USGS-03497300,NWIS-50300863,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500077,USGS-03497300,NWIS-50300864,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500069,USGS-03497300,NWIS-48372041,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500069,USGS-03497300,NWIS-48372042,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500069,USGS-03497300,NWIS-48536676,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500091,USGS-03497300,NWIS-28333498,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500091,USGS-03497300,NWIS-28333499,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500091,USGS-03497300,NWIS-28871656,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500092,USGS-03497300,NWIS-29493224,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500092,USGS-03497300,NWIS-29493225,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500092,USGS-03497300,NWIS-30004829,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500078,USGS-03497300,NWIS-28697412,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Historical Lower Reporting Limit,0.18,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500078,USGS-03497300,NWIS-30004610,Specific conductance,Lower Reporting Limit,5,uS/cm @25C,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500078,USGS-03497300,NWIS-53250910,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500078,USGS-03497300,NWIS-53250911,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500093,USGS-03497300,NWIS-29929460,Carbon,Long Term Method Detection Level,0.05,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01500093,USGS-03497300,NWIS-29929461,Nitrogen,Long Term Method Detection Level,0.030,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600003,USGS-03497300,NWIS-85351805,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600003,USGS-03497300,NWIS-85351807,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600003,USGS-03497300,NWIS-86979509,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600004,USGS-03497300,NWIS-85678581,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600004,USGS-03497300,NWIS-85678582,Nitrate,Historical Lower Reporting Limit,0.044,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600004,USGS-03497300,NWIS-85678583,Nitrate,Historical Lower Reporting Limit,0.010,mg/l as N,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600004,USGS-03497300,NWIS-85678584,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600004,USGS-03497300,NWIS-85678585,Organic Nitrogen,Historical Lower Reporting Limit,0.06,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600004,USGS-03497300,NWIS-85678661,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600004,USGS-03497300,NWIS-87308092,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600005,USGS-03497300,NWIS-88840697,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600005,USGS-03497300,NWIS-88840761,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600005,USGS-03497300,NWIS-88840762,Organic Nitrogen,Historical Lower Reporting Limit,0.09,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600005,USGS-03497300,NWIS-90254541,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600018,USGS-03497300,NWIS-84941253,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600018,USGS-03497300,NWIS-87542544,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600018,USGS-03497300,NWIS-87542547,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600018,USGS-03497300,NWIS-87542548,Organic Nitrogen,Historical Lower Reporting Limit,0.04,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600018,USGS-03497300,NWIS-87542549,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600028,USGS-03497300,NWIS-87905787,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600028,USGS-03497300,NWIS-87905788,Organic Nitrogen,Historical Lower Reporting Limit,0.02,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600028,USGS-03497300,NWIS-87905859,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600028,USGS-03497300,NWIS-87905860,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600028,USGS-03497300,NWIS-92589686,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600026,USGS-03497300,NWIS-88414439,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600027,USGS-03497300,NWIS-47154495,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600027,USGS-03497300,NWIS-88597353,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600027,USGS-03497300,NWIS-88597356,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600027,USGS-03497300,NWIS-88597357,Organic Nitrogen,Historical Lower Reporting Limit,0.02,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600027,USGS-03497300,NWIS-88597358,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600030,USGS-03497300,NWIS-89065123,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600030,USGS-03497300,NWIS-89065126,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600030,USGS-03497300,NWIS-89065127,Organic Nitrogen,Historical Lower Reporting Limit,0.06,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600030,USGS-03497300,NWIS-89065128,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600030,USGS-03497300,NWIS-90175178,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600031,USGS-03497300,NWIS-89081630,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600031,USGS-03497300,NWIS-89081633,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600031,USGS-03497300,NWIS-89081634,Organic Nitrogen,Historical Lower Reporting Limit,0.04,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600031,USGS-03497300,NWIS-89081635,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600031,USGS-03497300,NWIS-89261370,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600032,USGS-03497300,NWIS-91746987,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600032,USGS-03497300,NWIS-91746989,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600032,USGS-03497300,NWIS-91746990,Organic Nitrogen,Historical Lower Reporting Limit,0.01,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600032,USGS-03497300,NWIS-91746995,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600032,USGS-03497300,NWIS-92753321,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600035,USGS-03497300,NWIS-48613164,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600035,USGS-03497300,NWIS-90602314,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600035,USGS-03497300,NWIS-90602317,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600035,USGS-03497300,NWIS-90602318,Organic Nitrogen,Historical Lower Reporting Limit,0.02,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600035,USGS-03497300,NWIS-90602319,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600044,USGS-03497300,NWIS-27166859,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600044,USGS-03497300,NWIS-27166860,Orthophosphate,Historical Lower Reporting Limit,0.012,mg/l asPO4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600044,USGS-03497300,NWIS-92453965,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600057,USGS-03497300,NWIS-90176678,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600057,USGS-03497300,NWIS-90176681,Nitrite,Historical Lower Reporting Limit,0.003,mg/l asNO3,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600057,USGS-03497300,NWIS-90176682,Organic Nitrogen,Historical Lower Reporting Limit,0.06,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600057,USGS-03497300,NWIS-93865416,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600076,USGS-03497300,NWIS-90144813,Total dissolved solids,Lower Reporting Limit,20,mg/l,NWIS
USGS-TN,USGS Tennessee Water Science Center,nwistn.01.01600076,USGS-03497300,NWIS-92859987,Ammonia and ammonium,Historical Lower Reporting Limit,0.013,mg/l NH4,NWIS
